Country,Country code,State,State code,State type,Year,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Other Renewables,%,0.18,,
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Solar,%,1.91,,
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Bioenergy,GWh,534.64,268.75,101.08
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Coal,GWh,31475.97,9531.17,43.43
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Gas,GWh,3.93,-351.32,-98.89
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Hydro,GWh,258.2,28.93,12.62
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Other Renewables,GWh,59.96,46.71,352.53
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Solar,GWh,628.73,138.72,28.31
India,IND,Haryana,HR,state,2022,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Haryana,HR,state,2022,Electricity generation,Total,Total Generation,GWh,32961.43,9662.96,41.47
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,Clean,%,161.63,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,Fossil,%,25812.23,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,1.93,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,131.45,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,Renewables,%,161.63,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,Wind and Solar,%,30.18,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,Clean,ktCO2,161.63,70.96,78.26
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,Fossil,ktCO2,25812.23,7643.42,42.07
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,1.93,-172.14,-98.89
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,131.45,64.3,95.76
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,Renewables,ktCO2,161.63,70.96,78.26
India,IND,Haryana,HR,state,2022,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,30.18,6.66,28.32
India,IND,Haryana,HR,state,2022,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,788.01,4.29,0.55
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Bioenergy,%,122.97,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Coal,%,25810.3,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Gas,%,1.93,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Hydro,%,6.2,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Other Renewables,%,2.28,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Solar,%,30.18,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Bioenergy,ktCO2,122.97,61.82,101.1
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Coal,ktCO2,25810.3,7815.56,43.43
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Gas,ktCO2,1.93,-172.14,-98.89
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Hydro,ktCO2,6.2,0.7,12.73
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,0.0,
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Other Renewables,ktCO2,2.28,1.78,356.0
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Solar,ktCO2,30.18,6.66,28.32
India,IND,Haryana,HR,state,2022,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Haryana,HR,state,2022,Power sector emissions,Total,Total emissions,ktCO2,25973.86,7714.38,42.25
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,Clean,%,4.94,,
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,Fossil,%,95.06,,
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.45,,
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,2.29,,
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,Renewables,%,4.94,,
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,Wind and Solar,%,2.65,,
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,Clean,GWh,1507.98,26.45,1.79
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,Fossil,GWh,29030.0,-2449.9,-7.78
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,137.28,133.35,3393.13
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,699.81,-152.99,-17.94
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,Renewables,GWh,1507.98,26.45,1.79
India,IND,Haryana,HR,state,2023,Electricity generation,Aggregate fuel,Wind and Solar,GWh,808.17,179.44,28.54
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Bioenergy,%,1.35,,
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Coal,%,94.61,,
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Gas,%,0.45,,
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Hydro,%,0.75,,
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Other Renewables,%,0.19,,
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Solar,%,2.65,,
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Bioenergy,GWh,412.91,-121.73,-22.77
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Coal,GWh,28892.72,-2583.25,-8.21
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Gas,GWh,137.28,133.35,3393.13
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Hydro,GWh,227.56,-30.64,-11.87
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Other Renewables,GWh,59.34,-0.62,-1.03
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Solar,GWh,808.17,179.44,28.54
India,IND,Haryana,HR,state,2023,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Haryana,HR,state,2023,Electricity generation,Total,Total Generation,GWh,30537.98,-2423.45,-7.35
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,Clean,%,141.47,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,Fossil,%,23759.3,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,67.27,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,102.68,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,Renewables,%,141.47,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,Wind and Solar,%,38.79,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,Clean,ktCO2,141.47,-20.16,-12.47
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,Fossil,ktCO2,23759.3,-2052.93,-7.95
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,67.27,65.34,3385.49
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,102.68,-28.77,-21.89
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,Renewables,ktCO2,141.47,-20.16,-12.47
India,IND,Haryana,HR,state,2023,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,38.79,8.61,28.53
India,IND,Haryana,HR,state,2023,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,782.66,-5.35,-0.68
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Bioenergy,%,94.97,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Coal,%,23692.03,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Gas,%,67.27,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Hydro,%,5.46,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Other Renewables,%,2.25,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Solar,%,38.79,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Bioenergy,ktCO2,94.97,-28.0,-22.77
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Coal,ktCO2,23692.03,-2118.27,-8.21
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Gas,ktCO2,67.27,65.34,3385.49
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Hydro,ktCO2,5.46,-0.74,-11.94
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,0.0,
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Other Renewables,ktCO2,2.25,-0.03,-1.32
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Solar,ktCO2,38.79,8.61,28.53
India,IND,Haryana,HR,state,2023,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Haryana,HR,state,2023,Power sector emissions,Total,Total emissions,ktCO2,23900.77,-2073.09,-7.98
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,Clean,%,100.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,99.99,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,Renewables,%,100.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,Wind and Solar,%,0.01,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,Clean,GWh,42917.65,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,Fossil,GWh,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,42912.81,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,Renewables,GWh,42917.65,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Aggregate fuel,Wind and Solar,GWh,4.84,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Bioenergy,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Coal,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Hydro,%,99.99,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Solar,%,0.01,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Bioenergy,GWh,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Coal,GWh,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Gas,GWh,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Hydro,GWh,42912.81,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Nuclear,GWh,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Other Fossil,GWh,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Other Renewables,GWh,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Solar,GWh,4.84,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Fuel,Wind,GWh,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Electricity generation,Total,Total Generation,GWh,42917.65,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,Clean,%,1030.14,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,1029.91,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,Renewables,%,1030.14,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.23,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,Clean,ktCO2,1030.14,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,Fossil,ktCO2,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,1029.91,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,Renewables,ktCO2,1030.14,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,0.23,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,24.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Bioenergy,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Coal,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Hydro,%,1029.91,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Solar,%,0.23,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Bioenergy,ktCO2,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Coal,ktCO2,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Gas,ktCO2,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Hydro,ktCO2,1029.91,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Solar,ktCO2,0.23,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Fuel,Wind,ktCO2,0.0,,
India,IND,Himachal Pradesh,HP,state,2019,Power sector emissions,Total,Total emissions,ktCO2,1030.14,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,Clean,%,100.0,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,99.92,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,Renewables,%,100.0,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,Wind and Solar,%,0.08,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,Clean,GWh,40733.18,-2184.47,-5.09
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,Fossil,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,40698.59,-2214.22,-5.16
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,Renewables,GWh,40733.18,-2184.47,-5.09
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Aggregate fuel,Wind and Solar,GWh,34.59,29.75,614.67
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Bioenergy,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Coal,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Hydro,%,99.92,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Solar,%,0.08,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Bioenergy,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Coal,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Hydro,GWh,40698.59,-2214.22,-5.16
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Other Fossil,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Solar,GWh,34.59,29.75,614.67
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Electricity generation,Total,Total Generation,GWh,40733.18,-2184.47,-5.09
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,Clean,%,978.43,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,976.77,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,Renewables,%,978.43,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,Wind and Solar,%,1.66,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,Clean,ktCO2,978.43,-51.71,-5.02
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,Fossil,ktCO2,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,976.77,-53.14,-5.16
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,Renewables,ktCO2,978.43,-51.71,-5.02
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,1.66,1.43,621.74
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,24.02,0.02,0.08
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Bioenergy,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Coal,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Hydro,%,976.77,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Other Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Solar,%,1.66,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Bioenergy,ktCO2,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Coal,ktCO2,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Gas,ktCO2,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Hydro,ktCO2,976.77,-53.14,-5.16
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Other Fossil,ktCO2,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Solar,ktCO2,1.66,1.43,621.74
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2020,Power sector emissions,Total,Total emissions,ktCO2,978.43,-51.71,-5.02
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,Clean,%,100.0,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,99.89,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,Renewables,%,100.0,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,Wind and Solar,%,0.11,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,Clean,GWh,37719.72,-3013.46,-7.4
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,Fossil,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,37677.18,-3021.41,-7.42
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,Renewables,GWh,37719.72,-3013.46,-7.4
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Aggregate fuel,Wind and Solar,GWh,42.54,7.95,22.98
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Bioenergy,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Coal,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Hydro,%,99.89,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Other Fossil,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Solar,%,0.11,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Bioenergy,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Coal,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Himachal Pradesh,HP,state,2021,Electricity generation,Fuel,Hydro,GWh,37677.18,-3021.41,-7.42
